타자,도루RAA,도루 성공,도루 실패,상대,도루,도실,도실%,도루기회,도루시도%,도루 성공 여부
김하성,4.67,33,4,kt,64,28,30.4,1365,6.7,도루
김하성,4.67,33,4,kt,64,28,30.4,1365,6.7,도루
김하성,4.67,33,4,kt,64,28,30.4,1365,6.7,실패
오지환,3.11,27,5,kt,64,28,30.4,1365,6.7,실패
오지환,3.11,27,5,kt,64,28,30.4,1365,6.7,도루
오지환,3.11,27,5,kt,64,28,30.4,1365,6.7,실패
오지환,3.11,27,5,kt,64,28,30.4,1365,6.7,실패
오태곤,2.82,19,2,kt,64,28,30.4,1365,6.7,도루
서건창,1.93,17,3,kt,64,28,30.4,1365,6.7,실패
서건창,1.93,17,3,kt,64,28,30.4,1365,6.7,실패
고종욱,1.83,31,10,kt,64,28,30.4,1365,6.7,도루
고종욱,1.83,31,10,kt,64,28,30.4,1365,6.7,실패
고종욱,1.83,31,10,kt,64,28,30.4,1365,6.7,실패
고종욱,1.83,31,10,kt,64,28,30.4,1365,6.7,실패
고종욱,1.83,31,10,kt,64,28,30.4,1365,6.7,도루
고종욱,1.83,31,10,kt,64,28,30.4,1365,6.7,실패
고종욱,1.83,31,10,kt,64,28,30.4,1365,6.7,실패
박해민,1.66,24,7,kt,64,28,30.4,1365,6.7,실패
박해민,1.66,24,7,kt,64,28,30.4,1365,6.7,도루
박해민,1.66,24,7,kt,64,28,30.4,1365,6.7,도루
박해민,1.66,24,7,kt,64,28,30.4,1365,6.7,도루
박해민,1.66,24,7,kt,64,28,30.4,1365,6.7,도루
박해민,1.66,24,7,kt,64,28,30.4,1365,6.7,도루
박해민,1.66,24,7,kt,64,28,30.4,1365,6.7,도루
정수빈,1.64,26,8,kt,64,28,30.4,1365,6.7,도루
정수빈,1.64,26,8,kt,64,28,30.4,1365,6.7,도루
노수광,1.05,27,10,kt,64,28,30.4,1365,6.7,도루
임병욱,1.02,10,2,kt,64,28,30.4,1365,6.7,도루
임병욱,1.02,10,2,kt,64,28,30.4,1365,6.7,도루
이명기,0.89,14,4,kt,64,28,30.4,1365,6.7,도루
이명기,0.89,14,4,kt,64,28,30.4,1365,6.7,도루
이명기,0.89,14,4,kt,64,28,30.4,1365,6.7,도루
이명기,0.89,14,4,kt,64,28,30.4,1365,6.7,도루
박세혁,0.57,8,2,kt,64,28,30.4,1365,6.7,도루
김하성,4.67,33,4,LG,90,30,25,1543,7.8,도루
김하성,4.67,33,4,LG,90,30,25,1543,7.8,실패
김하성,4.67,33,4,LG,90,30,25,1543,7.8,실패
김하성,4.67,33,4,LG,90,30,25,1543,7.8,실패
김하성,4.67,33,4,LG,90,30,25,1543,7.8,도루
오태곤,2.82,19,2,LG,90,30,25,1543,7.8,도루
오태곤,2.82,19,2,LG,90,30,25,1543,7.8,도루
서건창,1.93,17,3,LG,90,30,25,1543,7.8,실패
서건창,1.93,17,3,LG,90,30,25,1543,7.8,실패
고종욱,1.83,31,10,LG,90,30,25,1543,7.8,도루
고종욱,1.83,31,10,LG,90,30,25,1543,7.8,도루
고종욱,1.83,31,10,LG,90,30,25,1543,7.8,실패
고종욱,1.83,31,10,LG,90,30,25,1543,7.8,도루
고종욱,1.83,31,10,LG,90,30,25,1543,7.8,도루
박해민,1.66,24,7,LG,90,30,25,1543,7.8,도루
박해민,1.66,24,7,LG,90,30,25,1543,7.8,도루
박해민,1.66,24,7,LG,90,30,25,1543,7.8,실패
박해민,1.66,24,7,LG,90,30,25,1543,7.8,실패
박해민,1.66,24,7,LG,90,30,25,1543,7.8,실패
박해민,1.66,24,7,LG,90,30,25,1543,7.8,도루
정수빈,1.64,26,8,LG,90,30,25,1543,7.8,도루
류지혁,1.38,18,5,LG,90,30,25,1543,7.8,도루
노수광,1.05,27,10,LG,90,30,25,1543,7.8,실패
임병욱,1.02,10,2,LG,90,30,25,1543,7.8,도루
임병욱,1.02,10,2,LG,90,30,25,1543,7.8,실패
이명기,0.89,14,4,LG,90,30,25,1543,7.8,도루
구자욱,0.77,11,3,LG,90,30,25,1543,7.8,도루
구자욱,0.77,11,3,LG,90,30,25,1543,7.8,도루
전준우,0.53,8,2,LG,90,30,25,1543,7.8,실패
김하성,4.67,33,4,NC,38,21,35.6,1173,5,도루
김하성,4.67,33,4,NC,38,21,35.6,1173,5,도루
김하성,4.67,33,4,NC,38,21,35.6,1173,5,도루
심우준,3.38,24,3,NC,38,21,35.6,1173,5,도루
서건창,1.93,17,3,NC,38,21,35.6,1173,5,도루
서건창,1.93,17,3,NC,38,21,35.6,1173,5,도루
고종욱,1.83,31,10,NC,38,21,35.6,1173,5,도루
고종욱,1.83,31,10,NC,38,21,35.6,1173,5,실패
박해민,1.66,24,7,NC,38,21,35.6,1173,5,도루
박해민,1.66,24,7,NC,38,21,35.6,1173,5,도루
박해민,1.66,24,7,NC,38,21,35.6,1173,5,도루
박해민,1.66,24,7,NC,38,21,35.6,1173,5,도루
박해민,1.66,24,7,NC,38,21,35.6,1173,5,도루
박해민,1.66,24,7,NC,38,21,35.6,1173,5,도루
정수빈,1.64,26,8,NC,38,21,35.6,1173,5,도루
노수광,1.05,27,10,NC,38,21,35.6,1173,5,도루
임병욱,1.02,10,2,NC,38,21,35.6,1173,5,도루
임병욱,1.02,10,2,NC,38,21,35.6,1173,5,실패
이명기,0.89,14,4,NC,38,21,35.6,1173,5,실패
이명기,0.89,14,4,NC,38,21,35.6,1173,5,도루
이명기,0.89,14,4,NC,38,21,35.6,1173,5,도루
구자욱,0.77,11,3,NC,38,21,35.6,1173,5,도루
구자욱,0.77,11,3,NC,38,21,35.6,1173,5,실패
구자욱,0.77,11,3,NC,38,21,35.6,1173,5,실패
이지영,0.45,5,1,NC,38,21,35.6,1173,5,실패
김하성,4.67,33,4,SK,87,24,21.6,1516,7.3,실패
김하성,4.67,33,4,SK,87,24,21.6,1516,7.3,도루
김하성,4.67,33,4,SK,87,24,21.6,1516,7.3,도루
김하성,4.67,33,4,SK,87,24,21.6,1516,7.3,도루
김하성,4.67,33,4,SK,87,24,21.6,1516,7.3,실패
심우준,3.38,24,3,SK,87,24,21.6,1516,7.3,실패
심우준,3.38,24,3,SK,87,24,21.6,1516,7.3,도루
오지환,3.11,27,5,SK,87,24,21.6,1516,7.3,실패
오지환,3.11,27,5,SK,87,24,21.6,1516,7.3,도루
오지환,3.11,27,5,SK,87,24,21.6,1516,7.3,도루
오태곤,2.82,19,2,SK,87,24,21.6,1516,7.3,도루
오태곤,2.82,19,2,SK,87,24,21.6,1516,7.3,도루
서건창,1.93,17,3,SK,87,24,21.6,1516,7.3,도루
서건창,1.93,17,3,SK,87,24,21.6,1516,7.3,도루
서건창,1.93,17,3,SK,87,24,21.6,1516,7.3,도루
고종욱,1.83,31,10,SK,87,24,21.6,1516,7.3,실패
고종욱,1.83,31,10,SK,87,24,21.6,1516,7.3,도루
고종욱,1.83,31,10,SK,87,24,21.6,1516,7.3,도루
고종욱,1.83,31,10,SK,87,24,21.6,1516,7.3,실패
고종욱,1.83,31,10,SK,87,24,21.6,1516,7.3,도루
고종욱,1.83,31,10,SK,87,24,21.6,1516,7.3,실패
고종욱,1.83,31,10,SK,87,24,21.6,1516,7.3,도루
박해민,1.66,24,7,SK,87,24,21.6,1516,7.3,도루
박해민,1.66,24,7,SK,87,24,21.6,1516,7.3,도루
박해민,1.66,24,7,SK,87,24,21.6,1516,7.3,실패
박해민,1.66,24,7,SK,87,24,21.6,1516,7.3,도루
박해민,1.66,24,7,SK,87,24,21.6,1516,7.3,도루
박해민,1.66,24,7,SK,87,24,21.6,1516,7.3,도루
박해민,1.66,24,7,SK,87,24,21.6,1516,7.3,도루
정수빈,1.64,26,8,SK,87,24,21.6,1516,7.3,도루
정수빈,1.64,26,8,SK,87,24,21.6,1516,7.3,도루
류지혁,1.38,18,5,SK,87,24,21.6,1516,7.3,실패
노수광,1.05,27,10,SK,87,24,21.6,1516,7.3,도루
임병욱,1.02,10,2,SK,87,24,21.6,1516,7.3,도루
임병욱,1.02,10,2,SK,87,24,21.6,1516,7.3,도루
임병욱,1.02,10,2,SK,87,24,21.6,1516,7.3,실패
구자욱,0.77,11,3,SK,87,24,21.6,1516,7.3,도루
구자욱,0.77,11,3,SK,87,24,21.6,1516,7.3,실패
박세혁,0.57,8,2,SK,87,24,21.6,1516,7.3,도루
이지영,0.45,5,1,SK,87,24,21.6,1516,7.3,실패
심우준,3.38,24,3,넥센,50,25,33.3,897,8.4,도루
심우준,3.38,24,3,넥센,50,25,33.3,897,8.4,도루
심우준,3.38,24,3,넥센,50,25,33.3,897,8.4,도루
심우준,3.38,24,3,넥센,50,25,33.3,897,8.4,도루
오지환,3.11,27,5,넥센,50,25,33.3,897,8.4,도루
오지환,3.11,27,5,넥센,50,25,33.3,897,8.4,실패
오지환,3.11,27,5,넥센,50,25,33.3,897,8.4,도루
오태곤,2.82,19,2,넥센,50,25,33.3,897,8.4,도루
박해민,1.66,24,7,넥센,50,25,33.3,897,8.4,실패
박해민,1.66,24,7,넥센,50,25,33.3,897,8.4,도루
박해민,1.66,24,7,넥센,50,25,33.3,897,8.4,도루
박해민,1.66,24,7,넥센,50,25,33.3,897,8.4,도루
박해민,1.66,24,7,넥센,50,25,33.3,897,8.4,도루
박해민,1.66,24,7,넥센,50,25,33.3,897,8.4,실패
박해민,1.66,24,7,넥센,50,25,33.3,897,8.4,도루
박해민,1.66,24,7,넥센,50,25,33.3,897,8.4,도루
박해민,1.66,24,7,넥센,50,25,33.3,897,8.4,도루
박해민,1.66,24,7,넥센,50,25,33.3,897,8.4,실패
박해민,1.66,24,7,넥센,50,25,33.3,897,8.4,도루
정수빈,1.64,26,8,넥센,50,25,33.3,897,8.4,실패
정수빈,1.64,26,8,넥센,50,25,33.3,897,8.4,도루
정수빈,1.64,26,8,넥센,50,25,33.3,897,8.4,도루
노수광,1.05,27,10,넥센,50,25,33.3,897,8.4,실패
노수광,1.05,27,10,넥센,50,25,33.3,897,8.4,도루
노수광,1.05,27,10,넥센,50,25,33.3,897,8.4,도루
이명기,0.89,14,4,넥센,50,25,33.3,897,8.4,실패
이명기,0.89,14,4,넥센,50,25,33.3,897,8.4,도루
구자욱,0.77,11,3,넥센,50,25,33.3,897,8.4,실패
전준우,0.53,8,2,넥센,50,25,33.3,897,8.4,실패
김하성,4.67,33,4,두산,83,25,23.2,1563,6.9,도루
김하성,4.67,33,4,두산,83,25,23.2,1563,6.9,도루
김하성,4.67,33,4,두산,83,25,23.2,1563,6.9,실패
심우준,3.38,24,3,두산,83,25,23.2,1563,6.9,도루
심우준,3.38,24,3,두산,83,25,23.2,1563,6.9,도루
오지환,3.11,27,5,두산,83,25,23.2,1563,6.9,실패
오지환,3.11,27,5,두산,83,25,23.2,1563,6.9,도루
오지환,3.11,27,5,두산,83,25,23.2,1563,6.9,실패
오지환,3.11,27,5,두산,83,25,23.2,1563,6.9,실패
서건창,1.93,17,3,두산,83,25,23.2,1563,6.9,실패
서건창,1.93,17,3,두산,83,25,23.2,1563,6.9,도루
서건창,1.93,17,3,두산,83,25,23.2,1563,6.9,실패
서건창,1.93,17,3,두산,83,25,23.2,1563,6.9,실패
고종욱,1.83,31,10,두산,83,25,23.2,1563,6.9,도루
고종욱,1.83,31,10,두산,83,25,23.2,1563,6.9,도루
고종욱,1.83,31,10,두산,83,25,23.2,1563,6.9,도루
박해민,1.66,24,7,두산,83,25,23.2,1563,6.9,실패
박해민,1.66,24,7,두산,83,25,23.2,1563,6.9,도루
박해민,1.66,24,7,두산,83,25,23.2,1563,6.9,도루
박해민,1.66,24,7,두산,83,25,23.2,1563,6.9,실패
박해민,1.66,24,7,두산,83,25,23.2,1563,6.9,도루
박해민,1.66,24,7,두산,83,25,23.2,1563,6.9,실패
임병욱,1.02,10,2,두산,83,25,23.2,1563,6.9,실패
임병욱,1.02,10,2,두산,83,25,23.2,1563,6.9,도루
임병욱,1.02,10,2,두산,83,25,23.2,1563,6.9,도루
구자욱,0.77,11,3,두산,83,25,23.2,1563,6.9,도루
구자욱,0.77,11,3,두산,83,25,23.2,1563,6.9,도루
구자욱,0.77,11,3,두산,83,25,23.2,1563,6.9,실패
전준우,0.53,8,2,두산,83,25,23.2,1563,6.9,도루
김하성,4.67,33,4,롯데,26,10,27.8,681,5.3,도루
심우준,3.38,24,3,롯데,26,10,27.8,681,5.3,도루
심우준,3.38,24,3,롯데,26,10,27.8,681,5.3,도루
심우준,3.38,24,3,롯데,26,10,27.8,681,5.3,도루
심우준,3.38,24,3,롯데,26,10,27.8,681,5.3,도루
오지환,3.11,27,5,롯데,26,10,27.8,681,5.3,실패
오지환,3.11,27,5,롯데,26,10,27.8,681,5.3,도루
오지환,3.11,27,5,롯데,26,10,27.8,681,5.3,도루
서건창,1.93,17,3,롯데,26,10,27.8,681,5.3,도루
서건창,1.93,17,3,롯데,26,10,27.8,681,5.3,도루
서건창,1.93,17,3,롯데,26,10,27.8,681,5.3,도루
서건창,1.93,17,3,롯데,26,10,27.8,681,5.3,실패
서건창,1.93,17,3,롯데,26,10,27.8,681,5.3,도루
서건창,1.93,17,3,롯데,26,10,27.8,681,5.3,실패
박해민,1.66,24,7,롯데,26,10,27.8,681,5.3,도루
박해민,1.66,24,7,롯데,26,10,27.8,681,5.3,도루
박해민,1.66,24,7,롯데,26,10,27.8,681,5.3,도루
박해민,1.66,24,7,롯데,26,10,27.8,681,5.3,도루
박해민,1.66,24,7,롯데,26,10,27.8,681,5.3,실패
박해민,1.66,24,7,롯데,26,10,27.8,681,5.3,도루
정수빈,1.64,26,8,롯데,26,10,27.8,681,5.3,실패
노수광,1.05,27,10,롯데,26,10,27.8,681,5.3,도루
노수광,1.05,27,10,롯데,26,10,27.8,681,5.3,도루
이명기,0.89,14,4,롯데,26,10,27.8,681,5.3,도루
이명기,0.89,14,4,롯데,26,10,27.8,681,5.3,실패
구자욱,0.77,11,3,롯데,26,10,27.8,681,5.3,실패
구자욱,0.77,11,3,롯데,26,10,27.8,681,5.3,도루
박세혁,0.57,8,2,롯데,26,10,27.8,681,5.3,실패
이지영,0.45,5,1,롯데,26,10,27.8,681,5.3,도루
김하성,4.67,33,4,삼성,64,29,31.2,1332,7,실패
김하성,4.67,33,4,삼성,64,29,31.2,1332,7,도루
김하성,4.67,33,4,삼성,64,29,31.2,1332,7,도루
김하성,4.67,33,4,삼성,64,29,31.2,1332,7,도루
김하성,4.67,33,4,삼성,64,29,31.2,1332,7,실패
김하성,4.67,33,4,삼성,64,29,31.2,1332,7,실패
심우준,3.38,24,3,삼성,64,29,31.2,1332,7,도루
오지환,3.11,27,5,삼성,64,29,31.2,1332,7,실패
오지환,3.11,27,5,삼성,64,29,31.2,1332,7,실패
오지환,3.11,27,5,삼성,64,29,31.2,1332,7,도루
오지환,3.11,27,5,삼성,64,29,31.2,1332,7,도루
오태곤,2.82,19,2,삼성,64,29,31.2,1332,7,실패
서건창,1.93,17,3,삼성,64,29,31.2,1332,7,실패
서건창,1.93,17,3,삼성,64,29,31.2,1332,7,실패
서건창,1.93,17,3,삼성,64,29,31.2,1332,7,도루
서건창,1.93,17,3,삼성,64,29,31.2,1332,7,도루
서건창,1.93,17,3,삼성,64,29,31.2,1332,7,도루
서건창,1.93,17,3,삼성,64,29,31.2,1332,7,도루
서건창,1.93,17,3,삼성,64,29,31.2,1332,7,도루
서건창,1.93,17,3,삼성,64,29,31.2,1332,7,도루
서건창,1.93,17,3,삼성,64,29,31.2,1332,7,도루
고종욱,1.83,31,10,삼성,64,29,31.2,1332,7,도루
고종욱,1.83,31,10,삼성,64,29,31.2,1332,7,도루
고종욱,1.83,31,10,삼성,64,29,31.2,1332,7,도루
고종욱,1.83,31,10,삼성,64,29,31.2,1332,7,실패
고종욱,1.83,31,10,삼성,64,29,31.2,1332,7,실패
고종욱,1.83,31,10,삼성,64,29,31.2,1332,7,실패
정수빈,1.64,26,8,삼성,64,29,31.2,1332,7,도루
정수빈,1.64,26,8,삼성,64,29,31.2,1332,7,도루
류지혁,1.38,18,5,삼성,64,29,31.2,1332,7,도루
노수광,1.05,27,10,삼성,64,29,31.2,1332,7,도루
노수광,1.05,27,10,삼성,64,29,31.2,1332,7,도루
임병욱,1.02,10,2,삼성,64,29,31.2,1332,7,도루
임병욱,1.02,10,2,삼성,64,29,31.2,1332,7,실패
이명기,0.89,14,4,삼성,64,29,31.2,1332,7,실패
이명기,0.89,14,4,삼성,64,29,31.2,1332,7,도루
이명기,0.89,14,4,삼성,64,29,31.2,1332,7,실패
이명기,0.89,14,4,삼성,64,29,31.2,1332,7,실패
전준우,0.53,8,2,삼성,64,29,31.2,1332,7,도루
김하성,4.67,33,4,한화,86,41,32.3,1701,7.5,실패
김하성,4.67,33,4,한화,86,41,32.3,1701,7.5,실패
김하성,4.67,33,4,한화,86,41,32.3,1701,7.5,실패
김하성,4.67,33,4,한화,86,41,32.3,1701,7.5,도루
김하성,4.67,33,4,한화,86,41,32.3,1701,7.5,도루
김하성,4.67,33,4,한화,86,41,32.3,1701,7.5,도루
오지환,3.11,27,5,한화,86,41,32.3,1701,7.5,도루
오지환,3.11,27,5,한화,86,41,32.3,1701,7.5,도루
오지환,3.11,27,5,한화,86,41,32.3,1701,7.5,도루
오지환,3.11,27,5,한화,86,41,32.3,1701,7.5,도루
서건창,1.93,17,3,한화,86,41,32.3,1701,7.5,실패
서건창,1.93,17,3,한화,86,41,32.3,1701,7.5,도루
서건창,1.93,17,3,한화,86,41,32.3,1701,7.5,실패
서건창,1.93,17,3,한화,86,41,32.3,1701,7.5,도루
서건창,1.93,17,3,한화,86,41,32.3,1701,7.5,도루
서건창,1.93,17,3,한화,86,41,32.3,1701,7.5,도루
고종욱,1.83,31,10,한화,86,41,32.3,1701,7.5,도루
고종욱,1.83,31,10,한화,86,41,32.3,1701,7.5,실패
고종욱,1.83,31,10,한화,86,41,32.3,1701,7.5,도루
박해민,1.66,24,7,한화,86,41,32.3,1701,7.5,도루
박해민,1.66,24,7,한화,86,41,32.3,1701,7.5,도루
박해민,1.66,24,7,한화,86,41,32.3,1701,7.5,도루
박해민,1.66,24,7,한화,86,41,32.3,1701,7.5,실패
박해민,1.66,24,7,한화,86,41,32.3,1701,7.5,도루
박해민,1.66,24,7,한화,86,41,32.3,1701,7.5,도루
박해민,1.66,24,7,한화,86,41,32.3,1701,7.5,도루
박해민,1.66,24,7,한화,86,41,32.3,1701,7.5,도루
정수빈,1.64,26,8,한화,86,41,32.3,1701,7.5,실패
류지혁,1.38,18,5,한화,86,41,32.3,1701,7.5,실패
노수광,1.05,27,10,한화,86,41,32.3,1701,7.5,도루
노수광,1.05,27,10,한화,86,41,32.3,1701,7.5,도루
노수광,1.05,27,10,한화,86,41,32.3,1701,7.5,도루
임병욱,1.02,10,2,한화,86,41,32.3,1701,7.5,실패
임병욱,1.02,10,2,한화,86,41,32.3,1701,7.5,도루
임병욱,1.02,10,2,한화,86,41,32.3,1701,7.5,도루
임병욱,1.02,10,2,한화,86,41,32.3,1701,7.5,도루
이명기,0.89,14,4,한화,86,41,32.3,1701,7.5,도루
이명기,0.89,14,4,한화,86,41,32.3,1701,7.5,실패
이명기,0.89,14,4,한화,86,41,32.3,1701,7.5,도루
구자욱,0.77,11,3,한화,86,41,32.3,1701,7.5,도루
구자욱,0.77,11,3,한화,86,41,32.3,1701,7.5,실패
구자욱,0.77,11,3,한화,86,41,32.3,1701,7.5,도루
박세혁,0.57,8,2,한화,86,41,32.3,1701,7.5,실패
전준우,0.53,8,2,한화,86,41,32.3,1701,7.5,실패
이지영,0.45,5,1,한화,86,41,32.3,1701,7.5,도루
김하성,3.62,23,2,KIA,43,16,27.1,955,6.2,실패
김하성,3.62,23,2,KIA,43,16,27.1,955,6.2,도루
김하성,3.62,23,2,KIA,43,16,27.1,955,6.2,도루
김하성,3.62,23,2,KIA,43,16,27.1,955,6.2,실패
김하성,3.62,23,2,KIA,43,16,27.1,955,6.2,도루
김하성,3.62,23,2,KIA,43,16,27.1,955,6.2,도루
김하성,3.62,23,2,KIA,43,16,27.1,955,6.2,도루
김하성,3.62,23,2,KIA,43,16,27.1,955,6.2,도루
심우준,1.87,35,11,KIA,43,16,27.1,955,6.2,도루
심우준,1.87,35,11,KIA,43,16,27.1,955,6.2,도루
정훈,1.69,11,1,KIA,43,16,27.1,955,6.2,실패
정훈,1.69,11,1,KIA,43,16,27.1,955,6.2,도루
구자욱,1.44,19,5,KIA,43,16,27.1,955,6.2,도루
박정음,1.33,9,1,KIA,43,16,27.1,955,6.2,실패
박정음,1.33,9,1,KIA,43,16,27.1,955,6.2,도루
박정음,1.33,9,1,KIA,43,16,27.1,955,6.2,도루
박정음,1.33,9,1,KIA,43,16,27.1,955,6.2,도루
박해민,1.21,34,12,KIA,43,16,27.1,955,6.2,실패
박해민,1.21,34,12,KIA,43,16,27.1,955,6.2,도루
박해민,1.21,34,12,KIA,43,16,27.1,955,6.2,도루
박해민,1.21,34,12,KIA,43,16,27.1,955,6.2,실패
박해민,1.21,34,12,KIA,43,16,27.1,955,6.2,도루
박해민,1.21,34,12,KIA,43,16,27.1,955,6.2,도루
박해민,1.21,34,12,KIA,43,16,27.1,955,6.2,도루
박해민,1.21,34,12,KIA,43,16,27.1,955,6.2,도루
김재환,1.15,6,0,KIA,43,16,27.1,955,6.2,도루
손아섭,0.94,5,0,KIA,43,16,27.1,955,6.2,도루
손아섭,0.94,5,0,KIA,43,16,27.1,955,6.2,도루
손아섭,0.94,5,0,KIA,43,16,27.1,955,6.2,도루
손아섭,0.94,5,0,KIA,43,16,27.1,955,6.2,도루
손아섭,0.94,5,0,KIA,43,16,27.1,955,6.2,도루
손아섭,0.94,5,0,KIA,43,16,27.1,955,6.2,도루
손아섭,0.94,5,0,KIA,43,16,27.1,955,6.2,도루
임병욱,0.6,3,0,KIA,43,16,27.1,955,6.2,도루
임병욱,0.6,3,0,KIA,43,16,27.1,955,6.2,실패
임병욱,0.6,3,0,KIA,43,16,27.1,955,6.2,도루
임병욱,0.6,3,0,KIA,43,16,27.1,955,6.2,도루
임병욱,0.6,3,0,KIA,43,16,27.1,955,6.2,도루
임병욱,0.6,3,0,KIA,43,16,27.1,955,6.2,도루
김하성,3.62,23,2,kt,54,17,23.9,1512,4.7,도루
김하성,3.62,23,2,kt,54,17,23.9,1512,4.7,도루
김하성,3.62,23,2,kt,54,17,23.9,1512,4.7,실패
정훈,1.69,11,1,kt,54,17,23.9,1512,4.7,실패
박정음,1.33,9,1,kt,54,17,23.9,1512,4.7,도루
박정음,1.33,9,1,kt,54,17,23.9,1512,4.7,도루
박정음,1.33,9,1,kt,54,17,23.9,1512,4.7,도루
박해민,1.21,34,12,kt,54,17,23.9,1512,4.7,실패
박해민,1.21,34,12,kt,54,17,23.9,1512,4.7,도루
박해민,1.21,34,12,kt,54,17,23.9,1512,4.7,도루
박해민,1.21,34,12,kt,54,17,23.9,1512,4.7,도루
박해민,1.21,34,12,kt,54,17,23.9,1512,4.7,도루
박해민,1.21,34,12,kt,54,17,23.9,1512,4.7,도루
박해민,1.21,34,12,kt,54,17,23.9,1512,4.7,도루
김재환,1.15,6,0,kt,54,17,23.9,1512,4.7,도루
손아섭,0.94,5,0,kt,54,17,23.9,1512,4.7,도루
손아섭,0.94,5,0,kt,54,17,23.9,1512,4.7,도루
손아섭,0.94,5,0,kt,54,17,23.9,1512,4.7,도루
임병욱,0.6,3,0,kt,54,17,23.9,1512,4.7,도루
임병욱,0.6,3,0,kt,54,17,23.9,1512,4.7,도루
김하성,3.62,23,2,LG,66,29,30.5,1567,6.1,도루
김하성,3.62,23,2,LG,66,29,30.5,1567,6.1,실패
김하성,3.62,23,2,LG,66,29,30.5,1567,6.1,실패
김하성,3.62,23,2,LG,66,29,30.5,1567,6.1,실패
김하성,3.62,23,2,LG,66,29,30.5,1567,6.1,도루
정훈,1.69,11,1,LG,66,29,30.5,1567,6.1,도루
구자욱,1.44,19,5,LG,66,29,30.5,1567,6.1,도루
구자욱,1.44,19,5,LG,66,29,30.5,1567,6.1,도루
안치홍,1.38,14,3,LG,66,29,30.5,1567,6.1,도루
박정음,1.33,9,1,LG,66,29,30.5,1567,6.1,도루
박정음,1.33,9,1,LG,66,29,30.5,1567,6.1,도루
박해민,1.21,34,12,LG,66,29,30.5,1567,6.1,도루
박해민,1.21,34,12,LG,66,29,30.5,1567,6.1,도루
박해민,1.21,34,12,LG,66,29,30.5,1567,6.1,실패
박해민,1.21,34,12,LG,66,29,30.5,1567,6.1,실패
박해민,1.21,34,12,LG,66,29,30.5,1567,6.1,실패
박해민,1.21,34,12,LG,66,29,30.5,1567,6.1,도루
김재환,1.15,6,0,LG,66,29,30.5,1567,6.1,도루
김재환,1.15,6,0,LG,66,29,30.5,1567,6.1,도루
김재환,1.15,6,0,LG,66,29,30.5,1567,6.1,실패
손아섭,0.94,5,0,LG,66,29,30.5,1567,6.1,실패
손아섭,0.94,5,0,LG,66,29,30.5,1567,6.1,도루
임병욱,0.6,3,0,LG,66,29,30.5,1567,6.1,도루
임병욱,0.6,3,0,LG,66,29,30.5,1567,6.1,실패
김하성,3.62,23,2,NC,33,30,47.6,1215,5.2,도루
김하성,3.62,23,2,NC,33,30,47.6,1215,5.2,도루
김하성,3.62,23,2,NC,33,30,47.6,1215,5.2,도루
심우준,1.87,35,11,NC,33,30,47.6,1215,5.2,도루
정훈,1.69,11,1,NC,33,30,47.6,1215,5.2,실패
구자욱,1.44,19,5,NC,33,30,47.6,1215,5.2,도루
구자욱,1.44,19,5,NC,33,30,47.6,1215,5.2,실패
구자욱,1.44,19,5,NC,33,30,47.6,1215,5.2,실패
박정음,1.33,9,1,NC,33,30,47.6,1215,5.2,실패
박정음,1.33,9,1,NC,33,30,47.6,1215,5.2,도루
박정음,1.33,9,1,NC,33,30,47.6,1215,5.2,실패
박정음,1.33,9,1,NC,33,30,47.6,1215,5.2,실패
박해민,1.21,34,12,NC,33,30,47.6,1215,5.2,도루
박해민,1.21,34,12,NC,33,30,47.6,1215,5.2,도루
박해민,1.21,34,12,NC,33,30,47.6,1215,5.2,도루
박해민,1.21,34,12,NC,33,30,47.6,1215,5.2,도루
박해민,1.21,34,12,NC,33,30,47.6,1215,5.2,도루
박해민,1.21,34,12,NC,33,30,47.6,1215,5.2,도루
손아섭,0.94,5,0,NC,33,30,47.6,1215,5.2,도루
손아섭,0.94,5,0,NC,33,30,47.6,1215,5.2,도루
임병욱,0.6,3,0,NC,33,30,47.6,1215,5.2,도루
임병욱,0.6,3,0,NC,33,30,47.6,1215,5.2,실패
김하성,3.62,23,2,SK,50,31,38.3,944,8.6,실패
김하성,3.62,23,2,SK,50,31,38.3,944,8.6,도루
김하성,3.62,23,2,SK,50,31,38.3,944,8.6,도루
김하성,3.62,23,2,SK,50,31,38.3,944,8.6,도루
김하성,3.62,23,2,SK,50,31,38.3,944,8.6,실패
심우준,1.87,35,11,SK,50,31,38.3,944,8.6,실패
심우준,1.87,35,11,SK,50,31,38.3,944,8.6,도루
구자욱,1.44,19,5,SK,50,31,38.3,944,8.6,도루
구자욱,1.44,19,5,SK,50,31,38.3,944,8.6,실패
박정음,1.33,9,1,SK,50,31,38.3,944,8.6,실패
박해민,1.21,34,12,SK,50,31,38.3,944,8.6,도루
박해민,1.21,34,12,SK,50,31,38.3,944,8.6,도루
박해민,1.21,34,12,SK,50,31,38.3,944,8.6,실패
박해민,1.21,34,12,SK,50,31,38.3,944,8.6,도루
박해민,1.21,34,12,SK,50,31,38.3,944,8.6,도루
박해민,1.21,34,12,SK,50,31,38.3,944,8.6,도루
박해민,1.21,34,12,SK,50,31,38.3,944,8.6,도루
김재환,1.15,6,0,SK,50,31,38.3,944,8.6,도루
김재유,1.06,10,2,SK,50,31,38.3,944,8.6,실패
